frame_nbr ,player_ID ,player_pos_X        ,player_pos_Y        ,player_team ,assigned_id
     13.0 ,     16.0 , 924.1181322332011  , 710.6779678085742  ,Man City    ,-1.0
     13.0 ,     17.0 ,1158.7786138828828  , 794.3128530202682  ,Man City    ,-1.0
     13.0 ,     19.0 ,1167.8941397045191  , 777.5922231425154  ,Chelsea     ,-1.0
     13.0 ,     20.0 ,1220.3988309333758  , 862.350924744449   ,Man City    ,-1.0
     13.0 ,      9.0 ,1104.1870717316235  , 640.751051320734   ,Chelsea     ,-1.0
     14.0 ,      1.0 ,1514.559830299008   , 658.9572155493971  ,Chelsea     ,-1.0
     14.0 ,      2.0 ,1313.9610745466475  , 657.1182078451399  ,Chelsea     ,-1.0
     14.0 ,      3.0 , 991.1981119727386  , 990.3315533939239  ,Chelsea     ,-1.0
     14.0 ,      4.0 , 864.9464642683679  , 629.3875493589403  ,Man City    ,-1.0
     14.0 ,      5.0 , 425.28617848793533 , 611.4452376489941  ,Man City    ,-1.0
     14.0 ,      6.0 , 865.6662240512018  , 923.7239045157304  ,Man City    ,-1.0
     14.0 ,      7.0 ,1244.3974146544108  , 657.0881036442579  ,Man City    ,-1.0
     14.0 ,      8.0 , 950.9450265491021  , 550.8512801486684  ,Chelsea     ,-1.0
     14.0 ,     10.0 , 829.8891200834142  , 948.0287241385221  ,Chelsea     ,-1.0
     14.0 ,     11.0 ,1098.7352335288572  , 665.2242263610461  ,Chelsea     ,-1.0
     14.0 ,     12.0 , 844.4539374442223  , 697.9797471943091  ,Man City    ,-1.0
     14.0 ,     13.0 , 977.6366171334988  , 859.2071495307108  ,Chelsea     ,-1.0
     14.0 ,     14.0 , 832.1782947523769  , 835.1481144002406  ,Man City    ,-1.0
     14.0 ,     16.0 , 925.1692728592761  , 709.5876029174686  ,Man City    ,-1.0
     14.0 ,     17.0 ,1157.9929752812852  , 794.9005810220033  ,Man City    ,-1.0
     14.0 ,     19.0 ,1167.8142624320037  , 777.2018520263595  ,Chelsea     ,-1.0
     14.0 ,     20.0 ,1218.2757397863945  , 864.1936234766083  ,Man City    ,-1.0
     14.0 ,      9.0 ,1104.1870717316235  , 640.751051320734   ,Chelsea     ,-1.0
     15.0 ,      1.0 ,1513.9287360348496  , 659.8698956812643  ,Chelsea     ,-1.0
     15.0 ,      2.0 ,1312.5681116705575  , 656.5953344189161  ,Chelsea     ,-1.0
     15.0 ,      3.0 , 992.4658809950332  , 990.3873429559105  ,Chelsea     ,-1.0
     15.0 ,      4.0 , 864.5409129574026  , 627.4456832294763  ,Man City    ,-1.0
     15.0 ,      5.0 , 420.65776617069315 , 611.6065757667952  ,Man City    ,-1.0
     15.0 ,      6.0 , 862.5541213792086  , 922.9661563625411  ,Man City    ,-1.0
     15.0 ,      7.0 ,1244.9015492176156  , 655.9397009401171  ,Man City    ,-1.0
     15.0 ,      8.0 , 952.0228816376541  , 550.3968775785773  ,Chelsea     ,-1.0
     15.0 ,     10.0 , 829.6722645304286  , 946.9981863704542  ,Chelsea     ,-1.0
     15.0 ,     11.0 ,1098.6515545795062  , 664.8167024675785  ,Chelsea     ,-1.0
     15.0 ,     12.0 , 841.5523578654685  , 697.7786789774971  ,Man City    ,-1.0
     15.0 ,     13.0 , 977.6366171334988  , 859.2071495307108  ,Chelsea     ,-1.0
     15.0 ,     14.0 , 832.0715611056341  , 834.6399179592805  ,Man City    ,-1.0
     15.0 ,     16.0 , 924.8761268943915  , 708.1794065277935  ,Man City    ,-1.0
     15.0 ,     17.0 ,1155.466619984821   , 795.8779215426955  ,Man City    ,-1.0
     15.0 ,     19.0 ,1165.2593114296776  , 777.7358185146753  ,Chelsea     ,-1.0
     15.0 ,     20.0 ,1217.7204415060924  , 865.5665969868595  ,Man City    ,-1.0
     15.0 ,      9.0 ,1104.021189024868   , 639.9425480520383  ,Chelsea     ,-1.0
     16.0 ,      1.0 ,1514.2979398963953  , 661.7263402822914  ,Chelsea     ,-1.0
     16.0 ,      2.0 ,1311.8702413025155  , 656.3333763461908  ,Chelsea     ,-1.0
     16.0 ,      3.0 , 993.7313079285519  , 990.4430294517196  ,Chelsea     ,-1.0
     16.0 ,      4.0 , 864.338128143059   , 626.4747063101655  ,Man City    ,-1.0
     16.0 ,      5.0 , 420.65776617069315 , 611.6065757667952  ,Man City    ,-1.0
     16.0 ,      6.0 , 862.3431293168663  , 921.9606590892622  ,Man City    ,-1.0
     16.0 ,      7.0 ,1246.9160587849592  , 654.997800664383   ,Man City    ,-1.0
     16.0 ,      8.0 , 951.835880782128   , 549.494547129109   ,Chelsea     ,-1.0
     16.0 ,     10.0 , 832.2817421459733  , 944.6400963167657  ,Chelsea     ,-1.0
     16.0 ,     11.0 ,1099.508304292798   , 664.3149437677591  ,Chelsea     ,-1.0
     16.0 ,     12.0 , 844.14216148422    , 696.4907507860113  ,Man City    ,-1.0
     16.0 ,     13.0 , 977.6366171334988  , 859.2071495307108  ,Chelsea     ,-1.0
     16.0 ,     14.0 , 832.0715611056341  , 834.6399179592805  ,Man City    ,-1.0
     16.0 ,     16.0 , 927.2658077913896  , 707.4128338844346  ,Man City    ,-1.0
     16.0 ,     17.0 ,1156.4180401718295  , 796.0787734667996  ,Man City    ,-1.0
     16.0 ,     19.0 ,1165.2593114296776  , 777.7358185146753  ,Chelsea     ,-1.0
     16.0 ,     20.0 ,1216.297912449526   , 866.8025826024601  ,Man City    ,-1.0
     16.0 ,      9.0 ,1103.9382461114635  , 639.5382888142062  ,Chelsea     ,-1.0
     17.0 ,      1.0 ,1515.4554604817051  , 663.4609420554118  ,Chelsea     ,-1.0
